,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
49971,1,7,18,15,2,7,4,0,1,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1
386197,1,3,5,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
32636,1,6,13,7,1,2,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,4,2
8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397098,0,0,0,2,2,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3551,0,1,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92864,1,1,10,3,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70403,1,12,16,12,5,4,0,2,8,0,0,1,1,0,2,2,3,0,2,0,0,1,0,0,0,0,2,3,0
77536,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224206,1,2,3,0,0,1,0,0,2,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8246,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
450826,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8240,1,9,9,14,6,3,0,0,1,0,0,3,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,2
277002,1,7,3,8,2,3,2,1,5,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0
254898,1,10,10,15,2,3,0,0,3,0,4,1,1,0,0,2,0,1,1,0,0,2,0,0,1,0,0,3,3
86239,0,6,5,5,3,4,0,1,5,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,2
134502,1,48,33,34,5,20,16,8,15,6,0,4,1,0,2,1,0,0,1,0,0,1,1,0,1,0,3,0,0
404397,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,1,7,16,7,2,2,2,1,6,1,2,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,2,0
207164,0,15,10,26,1,9,2,2,6,0,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,2
92947,0,5,5,4,1,2,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
25867,1,17,25,13,4,8,0,0,8,0,0,3,3,0,1,5,1,1,0,2,0,4,1,0,0,0,0,4,7
25662,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15474,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55224,0,2,8,2,1,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
447205,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104851,1,4,8,5,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7928,1,2,4,5,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
291528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
302520,0,1,1,4,1,3,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
486252,1,8,7,6,2,1,0,0,4,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40765,0,4,3,2,0,2,0,0,3,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
7915,1,5,10,6,1,3,4,0,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
40787,1,2,3,6,3,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413002,0,3,3,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419784,1,4,1,12,0,4,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93084,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240032,0,8,2,4,1,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9403,1,7,5,3,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8392,0,5,2,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
399514,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8066,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346159,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21333,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259531,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25703,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399564,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26265,1,33,47,32,11,22,22,3,20,2,4,4,3,4,0,3,1,2,1,0,0,2,0,2,0,0,3,1,1
26086,1,32,20,23,3,25,8,6,19,1,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,2,1,1
274344,1,38,23,33,7,26,0,0,19,3,0,2,4,0,2,0,2,0,3,0,3,2,0,0,1,0,6,2,2
56441,1,49,45,44,9,22,10,3,25,6,0,2,1,0,2,1,2,0,1,0,0,0,1,0,0,0,5,6,2
258263,1,27,13,15,2,13,2,2,17,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3573,1,47,13,32,3,18,6,10,16,1,0,2,3,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0
25632,1,14,27,15,8,12,2,3,8,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
276920,1,11,12,16,10,3,4,1,5,0,2,3,2,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,2
28529,1,51,53,47,12,25,32,7,14,5,12,8,1,4,3,6,2,1,2,0,0,1,0,2,0,0,3,5,0
300485,1,30,37,37,17,7,6,7,21,0,2,17,3,2,2,2,4,2,1,3,0,2,0,0,0,0,1,12,6
27958,1,23,30,16,4,8,4,3,8,0,0,2,3,4,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0
334552,1,7,29,21,4,9,2,1,9,4,0,3,6,0,1,1,1,2,1,0,0,0,0,0,1,0,2,5,10
29474,1,30,28,27,0,29,6,3,10,2,0,1,1,0,4,1,0,0,2,0,0,1,0,0,0,0,1,2,2
26044,1,3,5,11,4,3,4,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
26389,1,15,22,27,8,11,6,0,20,6,2,3,3,6,0,1,1,0,0,0,0,1,0,0,0,0,5,7,5
26120,1,48,63,49,13,12,18,5,31,5,2,8,1,2,1,2,5,2,1,0,0,2,0,0,1,0,7,8,4
27646,1,26,26,19,8,11,6,2,9,1,0,4,3,0,2,0,0,1,3,0,2,2,0,0,0,0,1,7,3
366760,1,12,12,9,2,4,2,0,5,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2
256992,1,16,22,23,5,6,6,1,11,3,2,2,0,4,2,3,2,0,2,0,1,1,0,0,1,0,1,3,4
274970,0,4,2,10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,3
253784,0,3,1,4,1,0,0,0,3,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
25596,1,25,6,25,8,13,8,5,10,3,2,2,1,0,2,0,2,0,1,0,0,0,0,0,0,1,3,1,1
69525,1,32,10,27,2,29,2,4,10,2,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,2
209209,1,13,33,24,10,6,4,2,12,5,2,2,1,0,1,2,1,0,1,2,0,0,0,2,1,0,3,4,6
26638,1,19,22,30,8,16,2,2,16,0,0,1,3,0,3,5,1,0,1,2,0,4,0,0,1,0,3,6,11
27955,1,8,13,9,0,1,2,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
25605,1,20,36,26,8,8,2,1,14,1,2,3,3,2,1,2,3,0,0,2,0,1,0,0,0,0,1,6,7
99453,1,12,9,22,2,5,6,2,5,3,0,1,2,0,1,4,2,0,0,0,0,1,0,0,0,0,0,2,3
270866,1,23,27,17,2,22,2,3,11,2,0,2,2,0,1,0,0,1,3,2,0,1,0,0,0,0,1,3,0
213308,1,63,59,50,7,31,18,8,24,4,0,7,0,0,3,1,0,0,3,0,1,1,0,0,0,0,5,3,0
250134,1,15,29,21,4,12,2,1,8,1,0,3,2,0,0,4,1,0,0,0,0,0,0,0,0,0,5,3,9
25923,1,16,28,19,10,6,2,3,7,3,4,8,2,2,0,4,1,0,0,0,0,3,0,0,0,0,1,4,9
260002,1,44,35,51,16,17,6,5,23,4,2,12,9,2,3,2,3,2,4,0,0,3,0,2,1,0,5,1,1
217874,1,58,32,62,16,20,4,8,22,0,0,2,7,0,6,1,2,0,1,2,1,0,0,0,0,0,2,2,5
8899,1,0,5,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
134496,1,27,26,20,9,14,2,3,14,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,1,0
286917,1,32,26,28,12,30,4,1,13,2,2,2,2,0,1,0,1,0,2,0,0,2,0,0,0,0,2,2,1
25523,1,35,18,26,2,10,8,2,6,0,2,2,1,0,2,0,1,0,2,0,1,0,0,0,0,0,3,0,0
26276,1,34,31,19,3,24,0,6,14,2,0,0,1,2,1,1,0,0,2,0,1,0,0,0,0,0,2,1,1
41056,1,27,41,35,6,12,14,1,27,5,6,5,4,4,3,7,3,0,2,0,0,1,0,0,0,0,3,7,3
286553,1,9,21,17,1,6,4,1,6,1,0,2,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,4,5
242446,1,49,50,44,11,21,24,6,17,4,2,5,2,2,5,6,1,0,0,2,1,3,0,2,0,0,3,5,3
217872,1,8,13,17,9,3,2,3,14,2,0,1,1,0,0,2,3,0,0,0,0,1,0,0,0,0,1,7,0
144867,1,24,35,20,5,8,4,3,18,0,2,4,1,0,3,2,1,0,2,0,2,0,0,0,1,0,3,2,1
28122,1,25,48,39,9,16,8,4,17,1,4,3,1,6,2,5,5,0,0,0,0,1,0,0,1,0,9,7,3
28232,1,61,33,62,7,19,6,8,21,3,0,2,1,0,5,0,0,1,2,0,0,2,0,0,0,0,2,1,1
70959,1,62,38,46,6,25,4,7,15,0,4,2,2,0,4,0,1,0,2,0,0,1,0,0,1,0,5,3,2
25519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413597,1,6,4,3,1,3,2,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
364772,1,21,8,19,1,12,2,2,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
209028,1,27,48,48,26,11,8,4,23,3,2,9,6,4,4,6,2,2,0,0,0,2,0,0,0,0,1,7,7
284322,1,5,8,8,1,1,2,2,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
37734,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257750,1,47,48,45,15,29,6,6,27,1,4,3,1,0,4,1,3,2,3,2,1,3,0,0,0,1,5,2,2
26327,0,2,16,6,4,0,0,1,2,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,4
26065,1,59,36,59,24,26,18,4,32,6,2,8,3,2,5,6,4,1,2,2,0,4,0,0,0,0,6,3,5
26498,1,36,47,42,10,17,12,2,12,5,4,3,1,4,4,1,2,1,1,0,0,3,0,0,0,0,7,6,0
3803,1,42,33,40,11,18,16,4,33,6,4,7,4,4,2,2,1,1,2,4,0,1,0,0,0,0,3,3,4
5167,1,5,25,8,5,2,0,2,6,0,0,6,0,0,2,4,1,0,1,0,0,0,0,0,1,1,2,8,11
142755,1,10,30,31,3,9,6,2,8,2,0,3,3,0,0,2,2,0,2,0,0,4,0,0,0,0,3,3,10
141172,1,64,36,54,12,26,6,10,23,2,2,1,4,0,5,1,1,0,2,0,0,1,0,0,1,0,1,3,1
29616,1,38,24,27,3,15,4,4,18,0,0,2,3,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,1
26381,1,17,26,13,4,8,0,2,4,1,2,2,3,0,0,3,5,2,0,0,0,0,0,0,0,0,3,5,0
339964,1,17,11,15,2,12,0,4,7,1,0,1,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0
215130,0,9,16,15,4,6,0,1,5,2,0,4,1,2,3,2,2,0,0,0,1,2,0,2,0,0,2,2,8
28990,1,40,48,44,13,16,6,4,21,3,4,7,5,0,2,6,4,2,5,0,0,3,0,0,0,0,2,5,8
7920,1,34,23,21,0,10,6,1,13,2,4,2,1,0,0,2,2,0,2,0,0,3,0,0,0,0,1,1,0
342743,1,47,26,46,7,16,6,6,25,0,2,1,1,0,4,1,1,1,5,0,1,2,0,0,0,1,4,2,1
25557,1,70,38,37,6,29,12,8,17,2,0,2,3,2,3,0,2,0,2,0,0,3,0,0,0,0,3,0,0
301635,0,7,11,10,4,2,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,27,45,26,12,9,4,0,11,0,2,9,3,0,3,1,1,2,1,0,0,0,2,0,0,1,3,10,10
28115,1,17,32,47,10,13,2,3,9,0,6,3,3,0,2,3,2,0,1,0,0,2,1,0,1,0,5,10,5
102,1,58,41,69,3,26,18,4,23,2,2,0,0,0,3,1,0,0,8,0,1,2,0,0,0,0,3,2,1
25641,0,22,19,17,3,9,0,2,8,1,0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0
70981,1,21,26,19,3,8,6,3,5,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0
25382,1,18,22,18,1,6,0,8,7,1,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0
412701,1,11,9,6,1,2,0,1,2,0,2,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,3,2,1
26285,1,22,35,21,5,8,0,1,4,1,2,2,1,6,1,0,3,0,0,0,0,0,0,0,1,0,2,6,3
25673,1,9,16,10,2,5,0,1,3,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,7
228946,1,7,22,16,2,4,2,1,4,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,3,4,2
25403,1,11,11,10,3,3,4,0,5,2,0,2,1,0,1,0,4,2,1,0,0,0,0,0,0,0,3,2,1
30427,1,30,37,37,12,14,14,4,10,2,0,3,4,0,2,0,1,0,1,0,0,0,0,0,1,1,3,6,1
26024,1,13,6,12,0,5,0,0,4,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
256084,1,16,29,19,7,8,4,4,8,1,2,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,4,9
14722,1,54,31,48,5,20,2,7,28,2,0,2,3,0,6,3,4,0,1,2,1,1,0,0,1,0,8,1,4
209086,1,26,38,27,3,7,4,3,15,1,0,3,3,4,3,7,2,0,1,2,0,0,0,0,0,0,1,7,6
25770,1,21,78,40,16,11,16,2,11,2,4,9,4,0,3,6,6,2,1,0,0,0,0,0,0,0,6,1,10
120717,1,43,49,31,6,25,16,4,11,2,2,3,4,0,3,2,0,0,0,0,0,0,1,0,0,0,4,2,0
26365,1,17,31,32,8,15,4,5,17,3,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
70088,1,49,15,25,6,23,20,3,16,3,0,0,4,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2
3276,1,36,25,35,0,26,8,7,27,3,2,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,4,1,2
25714,1,25,44,40,13,11,6,3,14,3,2,3,5,0,2,16,7,0,3,0,0,2,0,0,1,0,3,11,6
94695,1,44,27,23,9,21,4,3,7,4,2,3,3,2,5,1,3,0,2,2,2,3,0,0,0,0,1,1,0
26374,1,10,8,8,3,7,2,0,5,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
215036,1,57,30,28,9,20,6,4,22,2,4,2,1,0,3,1,3,0,0,0,0,0,0,0,0,0,3,1,1
26311,1,53,30,59,10,21,8,4,18,2,0,3,3,2,7,2,2,0,1,0,0,1,0,0,0,0,5,3,1
26124,1,11,13,6,2,2,2,1,2,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,2,2,3
393214,1,35,48,31,9,11,10,4,26,1,4,4,1,0,1,2,2,0,1,0,1,3,0,0,1,0,4,2,1
280115,1,19,21,42,4,10,14,4,18,4,2,6,1,0,4,2,5,1,5,2,0,2,0,2,0,0,3,8,1
26100,1,12,35,30,10,4,2,2,7,3,0,3,1,2,0,3,1,0,0,0,1,2,0,0,0,1,4,9,5
25552,1,14,20,11,1,4,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149054,1,15,15,14,5,7,4,2,4,2,0,4,1,2,1,2,0,0,0,0,1,1,0,0,0,0,1,2,3
134494,1,11,17,25,1,5,2,1,3,0,0,2,2,0,0,4,1,1,0,0,0,1,1,0,0,0,4,3,5
28123,1,3,11,5,2,3,0,1,1,1,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,1
25835,1,17,16,24,7,7,4,0,6,1,2,4,1,0,2,3,1,0,1,1,0,0,0,0,0,1,2,2,3
25704,1,15,15,20,8,5,4,0,10,1,4,2,5,0,3,0,0,1,2,0,0,0,1,0,2,0,1,0,0
366401,1,45,34,49,11,17,14,6,29,6,8,7,3,6,10,4,3,0,0,0,0,3,0,0,0,0,2,3,0
28528,1,39,30,39,6,17,12,2,13,2,4,3,1,0,4,2,4,1,3,4,0,1,1,0,1,1,0,1,3
25883,1,42,16,23,6,21,8,3,13,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0
256706,1,27,14,17,2,5,10,4,10,1,0,3,1,0,2,1,1,1,3,2,0,1,0,0,0,0,2,2,0
25943,1,67,32,45,13,30,8,8,19,1,0,1,2,0,4,1,3,0,2,0,1,1,0,0,0,0,7,0,0
135901,1,27,28,24,3,7,8,1,10,3,0,6,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,5,2
25474,1,5,12,11,0,1,2,0,3,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,4
25423,0,17,6,11,1,4,0,1,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26021,1,50,35,31,4,20,6,5,13,4,2,1,3,0,3,0,1,0,3,0,1,0,0,0,0,0,3,1,0
25716,1,18,40,31,4,9,2,2,13,5,0,0,1,0,1,4,1,0,0,0,0,1,0,0,1,0,3,3,9
229110,0,5,1,3,5,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14990,1,39,21,21,3,24,4,4,10,2,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,3,0,2
26033,1,5,6,7,1,0,4,0,1,1,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0
26604,1,14,17,29,5,3,2,0,8,3,2,4,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,7,2
26314,1,36,32,34,9,15,6,3,15,3,0,2,2,0,4,1,2,0,2,0,0,2,0,0,0,0,1,1,0
330387,1,16,33,11,7,5,2,2,6,2,0,3,3,4,1,4,2,0,1,0,0,0,0,0,0,0,3,4,4
25411,1,25,44,39,8,15,4,2,14,2,0,6,4,2,1,5,5,2,1,4,0,2,1,0,0,0,2,5,7
50771,1,19,23,18,8,5,0,6,6,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
330395,1,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86486,1,25,21,31,4,19,8,1,16,4,0,2,3,0,2,1,3,0,0,0,0,1,0,0,0,0,1,2,0
26508,1,54,55,78,13,21,2,6,26,6,4,9,3,8,6,6,5,0,3,2,1,2,1,0,0,1,7,6,3
4786,1,32,36,30,4,8,16,2,8,2,6,2,2,0,4,0,2,1,1,0,1,0,0,0,0,2,1,0,0
8268,1,14,17,8,0,7,2,1,11,3,0,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,3,0,1
340920,1,30,26,32,6,11,2,3,9,6,2,3,5,2,5,4,1,0,0,0,0,1,0,0,0,0,2,0,2
30437,1,22,15,33,3,3,0,2,22,0,0,9,7,0,2,0,0,1,0,2,0,1,0,0,0,0,3,2,4
498357,1,5,13,6,1,4,0,1,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,4
294697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25939,0,22,17,27,5,10,4,3,9,1,0,0,0,0,2,1,3,0,0,0,0,0,2,0,0,0,3,1,2
3450,0,16,18,15,12,11,6,4,7,0,0,8,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,2,3
70093,1,41,37,69,15,20,16,10,41,2,0,5,10,4,3,1,4,0,4,2,0,2,0,0,0,1,5,8,0
26196,1,45,35,31,8,19,26,5,13,7,10,8,4,2,2,2,4,2,1,0,0,0,0,0,1,0,5,5,3
21097,1,44,34,27,2,29,10,7,28,1,0,1,2,0,2,0,2,0,3,0,1,2,0,0,0,0,2,2,2
263766,1,42,17,28,8,24,6,5,19,1,0,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,3,1,1
134512,1,9,11,8,6,7,4,1,7,0,0,6,3,2,0,2,3,1,0,0,0,0,0,0,0,0,1,4,1
352986,1,51,23,39,10,19,8,2,18,2,2,3,3,2,2,2,0,0,1,0,0,2,0,0,0,0,2,2,1
300784,1,16,25,15,1,17,6,1,7,1,2,7,2,0,0,1,0,1,2,2,0,0,0,0,0,0,4,2,0
28922,1,21,41,35,4,8,4,2,10,4,4,2,4,4,1,1,1,2,0,2,0,3,1,0,0,0,1,4,10
353833,1,11,22,12,6,6,4,1,5,2,2,6,2,0,0,5,2,0,0,0,0,0,0,0,0,1,3,10,13
144884,1,49,29,23,4,21,10,10,21,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,4
50812,1,7,11,12,10,5,0,1,8,1,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,3,2,0
25745,1,13,40,18,4,6,0,0,12,2,4,3,1,4,0,9,1,1,0,0,1,1,0,0,0,0,1,7,10
135913,1,17,29,16,5,12,6,0,12,3,0,4,0,2,0,3,1,0,0,1,0,4,0,0,0,0,0,7,1
288423,0,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
253333,1,26,28,26,4,11,10,1,12,3,2,2,2,0,3,1,3,1,0,0,0,4,0,0,0,0,5,2,0
25791,1,19,21,20,4,8,4,0,10,0,2,3,1,2,1,0,0,0,2,2,0,1,0,0,0,0,1,1,0
49919,1,29,20,19,3,18,6,0,7,2,2,1,1,0,4,0,0,0,2,0,0,1,0,0,0,0,1,4,0
207143,1,65,36,67,8,31,18,11,43,4,0,3,3,2,2,2,3,1,3,2,0,1,0,2,0,0,3,4,1
375001,1,31,24,39,5,14,4,3,13,6,2,1,1,2,1,2,1,1,2,2,0,2,0,0,0,0,4,4,2
229140,0,4,5,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
43196,1,22,16,15,9,8,4,4,9,1,0,1,4,0,1,3,3,0,1,0,0,1,0,0,0,0,2,2,2
276211,1,7,28,16,2,4,4,1,6,0,0,4,1,2,1,6,1,0,0,0,0,0,0,0,0,0,4,8,6
263802,1,26,31,28,5,9,6,4,16,3,0,4,3,0,1,1,1,0,0,0,0,3,0,2,0,1,2,2,3
229427,1,51,23,33,4,20,8,3,12,3,2,3,0,0,1,0,2,0,0,2,0,0,0,0,0,0,6,1,0
26069,1,4,10,14,5,3,2,1,6,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5
25647,1,62,40,82,9,24,4,7,32,6,2,7,3,0,4,5,5,1,0,0,1,1,0,0,0,0,10,5,3
25532,1,26,35,20,5,19,6,0,10,0,6,3,2,4,0,5,1,0,0,0,0,0,0,0,0,0,2,2,0
26528,1,31,19,13,5,12,6,0,12,3,0,1,5,2,2,0,0,0,4,0,1,0,0,0,0,1,3,2,0
25786,1,41,37,40,4,24,4,1,20,4,0,1,3,0,3,0,2,0,0,0,1,1,0,0,0,0,2,0,0
25829,1,61,55,58,12,16,12,4,27,4,2,11,3,2,3,4,8,0,0,0,1,3,0,0,0,0,6,4,2
246946,1,76,41,61,11,18,10,10,24,5,10,16,4,2,4,4,5,1,2,2,0,1,0,0,0,1,4,4,2
26008,1,6,11,9,3,3,0,1,6,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1
341973,1,57,52,28,4,25,16,6,8,4,4,2,1,2,4,5,2,2,2,0,0,1,1,0,2,0,1,2,2
276983,1,10,26,30,8,4,2,1,5,3,0,0,1,0,1,3,3,1,1,0,0,0,0,0,1,0,1,4,5
25715,1,27,65,49,8,14,10,2,18,4,2,8,6,4,1,2,4,1,1,0,0,2,1,0,1,0,4,9,8
38236,1,8,12,9,1,0,0,2,5,1,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2
3308,1,45,33,35,3,29,8,3,24,1,2,2,0,0,4,0,0,1,2,2,2,0,0,0,0,0,5,0,4
26665,0,3,3,3,1,0,0,0,2,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
