,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S
356908,0,2,3,6,1,2,2,0,3,0,2,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1
18544,0,1,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15800,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49883,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,0,4,6,5,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
20704,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425923,1,5,7,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15804,0,2,12,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,1,39,30,36,7,25,14,6,22,4,2,5,1,0,3,0,2,0,1,0,0,0,0,0,0,0,1,1,1
86489,0,11,15,18,0,6,2,0,5,2,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,3
356903,1,25,16,38,4,8,2,1,21,3,4,4,3,2,1,3,5,0,2,0,0,1,0,0,0,0,3,3,2
14900,0,3,0,2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393247,1,18,10,19,0,5,16,3,10,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
14707,1,1,10,6,1,6,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,1,2
356928,0,3,8,3,0,1,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
373350,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49907,0,2,2,4,3,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
173213,1,9,8,5,1,4,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14845,1,11,12,15,6,6,0,0,8,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,5
14932,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14923,1,24,9,17,2,13,0,2,8,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,0
444439,0,7,4,4,1,3,0,0,5,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
391606,0,6,13,15,5,2,0,1,4,3,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,3,2
329202,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14696,1,14,28,23,9,4,10,3,7,1,2,5,3,0,3,5,3,3,1,0,0,2,0,0,0,0,2,4,3
403273,0,1,5,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66654,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
282799,1,13,7,8,1,11,0,3,6,3,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
366217,1,20,14,17,2,8,2,5,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
134399,0,8,27,13,3,4,0,1,5,1,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,2,4
208652,1,16,27,20,10,12,6,0,5,1,2,6,1,0,1,2,3,2,0,0,0,0,0,0,0,2,3,5,2
208716,1,12,11,14,4,4,2,1,4,0,0,3,3,2,0,1,0,1,2,0,0,0,0,0,1,0,2,1,1
391387,1,3,4,6,2,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70139,1,22,30,18,7,11,6,0,8,2,6,3,2,0,1,1,3,0,0,0,0,2,0,0,0,0,3,5,1
99437,1,3,8,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
425926,1,19,15,18,4,10,6,3,11,1,6,3,3,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
336829,1,31,22,24,3,24,12,4,18,3,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3460,1,23,23,16,5,10,4,3,7,2,2,3,1,0,0,1,3,0,0,0,0,1,0,0,0,1,3,1,3
208089,1,13,17,23,8,20,8,2,10,1,0,0,2,0,1,0,2,0,1,0,0,2,0,0,1,0,3,2,3
134392,1,33,18,25,1,14,4,8,20,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0
15019,1,8,19,10,0,6,2,3,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
221452,1,7,15,12,3,2,2,1,3,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,2,3
18974,1,6,7,12,1,4,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222798,1,13,10,7,4,2,0,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16609,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14988,1,30,30,23,2,14,0,2,4,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
28907,1,7,12,10,1,3,0,0,6,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2
14789,1,9,17,13,3,6,0,1,9,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,2,6
256776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447223,0,4,14,7,4,6,0,0,2,1,0,0,3,0,2,4,2,0,0,0,0,0,0,0,1,0,2,3,1
145030,1,8,3,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491365,1,5,7,7,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
3281,1,13,2,8,1,4,8,3,4,2,4,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0
337890,1,8,9,6,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50023,0,5,9,3,2,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
50800,1,15,14,10,1,5,6,2,5,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
14821,0,1,2,2,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224896,1,9,16,9,5,5,2,0,0,3,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,3,1,5
14992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14794,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520617,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471968,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221172,1,33,14,14,3,10,4,2,7,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0
230687,0,5,10,3,0,1,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,3
391441,1,5,7,12,2,7,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
223546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15797,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272436,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275121,1,9,14,7,2,9,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
340476,1,10,5,6,0,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
286404,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14887,1,24,7,15,2,12,6,2,6,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366193,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448127,0,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
399599,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217052,0,8,5,7,0,3,4,0,5,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
135810,0,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56424,0,3,3,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0
4509,1,18,12,17,1,3,0,4,6,2,0,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,2,1,0
19720,1,36,18,21,3,15,8,2,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
271990,1,6,17,11,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
272234,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241957,1,5,12,19,1,1,10,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8315,1,13,13,16,3,8,0,0,5,2,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0
15090,0,1,3,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99749,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15201,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
135788,1,13,10,22,2,10,2,2,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15244,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337903,1,1,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347366,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65207,1,2,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
239191,0,3,11,5,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
112253,0,4,2,5,3,1,0,1,5,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
337960,0,3,9,2,2,2,0,1,2,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
15024,1,8,11,14,5,4,2,0,1,2,2,3,0,0,1,1,1,0,1,0,0,1,0,2,0,0,1,2,3
297957,1,23,8,13,1,13,4,3,5,2,2,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
212604,1,11,9,11,3,3,4,0,3,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
391449,0,0,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18728,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337647,1,4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221376,1,28,6,14,4,9,2,5,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
6950,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
391551,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391603,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221443,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391643,1,3,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15813,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14764,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272435,0,9,8,5,0,3,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433100,0,2,0,2,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367620,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
471947,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
391439,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476054,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14822,0,1,1,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448246,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391425,1,5,1,4,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333477,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216077,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
448215,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8327,1,22,37,28,2,5,0,1,13,3,0,2,0,0,0,4,3,0,0,0,0,1,0,0,0,0,4,9,17
20438,1,39,47,42,5,15,12,8,22,2,0,5,4,0,2,1,3,1,3,0,0,1,0,0,0,1,7,7,1
8306,1,61,69,42,19,31,20,6,29,5,2,11,5,0,2,4,6,0,3,0,0,1,1,0,0,0,8,4,2
20518,1,34,21,34,2,21,6,3,14,3,2,3,5,0,4,0,3,0,2,0,0,0,0,0,0,0,4,0,0
86366,1,47,21,23,1,22,4,4,13,2,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
295176,1,18,39,16,9,3,12,2,13,1,4,5,3,2,0,1,3,0,1,0,0,2,0,0,0,0,5,2,1
21077,1,16,43,34,7,12,0,1,9,2,2,5,3,0,1,10,1,2,0,0,0,1,0,0,1,1,4,15,9
49991,1,63,46,48,11,27,14,12,39,6,6,9,3,4,5,1,2,2,3,0,3,5,1,0,0,2,6,5,1
214220,1,30,34,31,7,12,6,4,15,5,2,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0
114,1,46,40,48,8,21,16,3,13,3,2,4,3,2,3,5,6,0,4,0,0,1,0,0,0,1,4,2,3
23149,0,6,3,6,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4
44251,1,21,19,20,5,9,10,1,4,1,0,3,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0
20879,1,34,37,53,8,10,14,7,32,1,4,7,7,8,7,9,3,0,2,0,0,4,1,0,0,1,3,9,5
41034,1,62,41,47,4,22,20,7,24,2,0,0,1,4,4,1,0,0,4,0,0,2,0,0,0,0,4,2,2
280419,1,28,47,38,12,16,0,2,13,1,2,10,0,0,2,4,2,1,3,6,0,1,2,0,1,0,1,2,2
20841,1,62,37,66,8,29,18,5,26,1,4,3,2,0,2,0,2,0,2,0,2,1,0,0,0,0,3,0,1
50849,0,12,18,23,3,1,0,3,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20404,1,31,67,42,14,25,6,6,20,1,4,11,2,2,4,1,5,2,0,2,1,4,1,2,1,1,1,6,4
3475,1,11,25,25,10,9,12,1,15,2,2,1,2,4,3,3,4,1,0,0,0,1,0,0,0,0,4,2,5
21620,1,20,32,27,4,7,0,2,14,5,0,2,2,0,0,1,2,0,2,0,0,0,0,0,0,1,4,1,1
92966,1,50,25,32,0,23,14,11,16,1,4,2,0,0,3,1,3,0,5,0,1,0,0,0,0,0,2,0,1
246175,1,9,21,23,4,8,0,0,5,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,6,2
135150,0,4,10,8,2,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1
20820,1,24,30,33,10,15,2,4,13,3,0,5,0,4,1,1,1,2,1,0,0,0,1,0,2,1,7,5,13
625,1,47,36,46,5,27,8,7,27,2,0,5,4,2,4,4,3,0,1,2,0,3,0,0,1,0,2,1,3
259292,1,5,22,14,6,6,2,1,8,2,0,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,3,3,3
21306,1,10,4,3,1,4,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20707,1,35,18,19,2,18,16,1,16,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2
20483,0,19,16,19,7,4,0,4,11,2,0,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
20812,1,15,13,14,4,3,4,0,14,1,0,1,4,2,1,1,0,0,1,0,1,1,0,0,1,0,3,1,0
25558,1,69,30,47,3,33,18,9,39,4,0,3,2,0,1,0,2,0,2,0,1,2,0,0,0,0,6,1,0
8148,1,26,48,42,8,13,10,1,23,1,0,6,6,0,1,4,2,1,1,2,2,2,1,0,1,1,2,13,8
21234,1,10,25,17,5,8,0,1,3,3,0,4,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,5,10
14745,1,35,25,24,4,17,10,0,8,5,0,3,0,0,0,1,1,0,1,0,1,2,0,0,0,0,1,3,1
21279,1,44,17,33,3,19,8,5,23,2,0,3,2,0,1,0,2,0,0,0,0,1,0,0,0,0,3,1,2
232822,1,36,34,32,11,23,14,3,18,5,0,3,3,0,1,4,2,0,1,2,0,2,0,0,0,0,3,1,2
20525,1,19,14,16,11,9,4,1,10,0,2,3,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,2,2
20941,1,20,28,36,9,13,12,3,17,3,0,4,4,5,0,7,2,0,3,2,0,1,0,2,0,2,5,4,7
20690,0,5,2,10,0,3,0,1,6,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1
20796,1,7,17,13,2,5,0,0,4,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,5
339791,1,11,20,7,3,5,0,1,6,2,4,2,5,0,1,0,0,0,1,2,0,0,0,0,2,0,0,4,1
21123,1,23,44,31,7,15,12,4,10,1,0,4,0,0,2,4,3,0,1,0,0,1,0,0,0,0,5,5,9
20529,1,40,25,42,18,12,20,4,20,2,4,7,7,0,2,1,4,0,3,0,0,3,0,0,0,0,5,0,1
92908,1,7,7,4,2,3,0,1,7,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,0
90268,1,50,29,48,18,28,16,8,31,3,6,3,4,2,4,2,1,0,1,2,0,1,1,0,0,0,2,3,4
25421,1,16,38,35,12,11,0,3,12,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14903,1,46,30,46,3,29,14,10,19,2,2,2,2,0,4,0,4,0,1,0,0,3,1,0,0,0,3,6,3
295273,1,14,18,33,5,11,2,0,8,2,0,3,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1
21296,1,12,34,23,6,12,6,1,11,2,0,6,1,2,5,5,3,0,0,0,0,1,0,0,0,0,2,6,3
82266,0,1,6,2,2,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20459,1,57,47,45,6,29,12,5,28,5,0,1,1,0,4,1,2,0,4,0,0,1,0,0,0,0,5,0,1
3526,1,31,11,26,3,16,2,5,5,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0
134419,0,1,3,4,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
302799,1,60,35,49,8,36,12,3,25,5,6,2,4,4,2,2,0,0,2,0,1,1,1,0,0,0,5,4,4
20516,1,28,29,24,3,12,6,5,11,2,4,4,1,0,2,0,2,1,0,2,0,1,0,0,0,0,4,1,1
3885,1,15,14,7,0,10,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,2
11063,1,25,63,36,7,16,8,3,10,2,2,13,3,0,4,10,1,3,2,2,0,1,0,0,1,0,1,11,4
285109,1,55,48,55,15,10,2,4,26,2,0,6,4,2,5,9,5,0,1,2,1,6,1,0,0,0,10,5,4
15524,1,21,42,27,8,14,4,2,16,0,0,3,5,2,4,3,2,0,1,0,1,1,0,0,0,0,2,10,6
286226,1,18,21,11,2,7,6,0,4,0,0,3,1,0,3,1,2,1,1,0,0,2,0,0,0,0,1,1,2
20449,1,20,27,18,8,12,6,2,7,1,0,2,2,2,1,1,3,0,4,0,0,0,0,0,0,0,2,1,3
14922,1,46,54,39,11,29,18,7,21,4,0,5,3,2,3,5,5,0,2,2,0,1,0,0,0,0,2,2,4
351010,0,8,11,7,2,4,2,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
22185,1,39,46,38,9,13,8,2,17,1,8,4,3,0,2,2,1,0,3,0,1,2,0,0,1,0,4,7,2
37959,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51151,1,17,32,23,7,8,2,2,10,2,0,0,2,2,0,2,2,0,1,0,0,1,0,0,0,0,1,3,1
69513,0,12,16,14,3,3,0,1,6,1,0,2,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,3,6
20815,1,50,27,59,8,18,2,4,16,3,2,1,2,2,1,2,1,0,2,2,0,1,0,0,0,0,2,3,1
21655,1,26,66,35,10,12,4,1,20,3,0,6,1,0,0,2,2,1,2,0,0,2,0,0,0,0,4,3,1
272878,1,16,25,18,5,2,0,0,3,0,0,4,1,2,1,4,2,1,0,0,0,0,0,0,1,0,3,4,5
21078,1,4,0,3,1,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21494,1,10,27,13,2,8,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20390,1,20,29,16,6,9,2,4,8,1,0,3,0,0,2,0,2,0,0,2,0,1,0,0,0,1,1,1,0
135927,1,7,14,6,0,2,4,1,6,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,3,3
239294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99452,0,3,2,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5
83575,1,9,4,12,1,7,0,5,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
25726,1,73,36,45,6,41,20,12,20,8,2,2,2,0,2,2,2,0,3,2,0,1,0,0,1,0,2,2,1
21171,1,29,54,39,11,12,4,5,25,3,0,6,6,2,2,6,1,0,2,2,0,1,0,0,0,0,5,7,6
21385,1,30,37,32,10,10,6,0,16,6,0,11,4,4,1,10,2,1,1,0,0,1,0,0,2,1,2,10,16
25849,1,10,19,8,2,2,4,3,6,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,1,3,0
22381,1,35,22,28,9,12,6,2,17,3,6,5,7,0,2,2,0,1,0,0,1,0,0,2,0,1,8,5,3
20935,1,46,51,43,13,23,8,3,19,6,4,5,2,2,1,5,1,1,0,0,0,1,0,0,0,0,4,7,2
20460,1,24,19,19,2,26,12,3,10,0,0,3,2,0,1,1,1,0,0,2,0,2,0,0,0,0,2,2,1
20947,1,12,21,10,7,5,2,0,3,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,1
99902,1,24,15,30,11,14,8,1,12,3,0,2,4,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,2
7949,1,12,23,11,8,10,2,3,13,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
25878,1,23,18,9,4,15,6,3,6,2,0,2,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0
263433,1,34,22,31,6,11,8,5,15,0,4,3,1,0,1,1,1,0,2,2,0,1,0,0,0,0,0,2,0
21298,1,14,34,12,5,10,2,6,9,3,0,2,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0
246633,0,1,3,6,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26373,1,24,21,27,8,15,10,4,13,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
22099,1,33,23,35,6,14,6,4,23,4,0,4,2,0,3,1,3,0,2,0,0,0,0,0,0,0,1,2,1
374013,1,13,7,15,4,5,8,1,17,2,0,0,1,0,4,0,1,0,1,0,0,2,0,0,0,0,2,0,1
21001,1,53,31,45,2,42,44,4,16,3,6,3,5,0,2,2,4,1,2,2,0,2,0,0,0,0,9,3,2
343925,1,11,31,27,8,5,4,2,7,1,4,4,3,0,1,1,0,1,0,0,0,0,2,0,0,0,2,2,1
3313,1,27,27,18,15,11,4,4,23,2,0,4,3,0,3,5,5,0,3,2,1,2,0,0,0,0,7,9,5
122,1,7,42,20,8,2,4,2,8,0,0,6,0,2,1,6,1,0,0,0,0,0,0,0,1,0,2,5,13
328336,1,26,53,21,4,18,10,2,10,3,0,4,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,3,6
